,id,user,tweet,location,created_at,retweet_count,class
7692,1426638453790412804,ashumar01,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/lIcjz6h1QB",Ethiopia ,2021-08-14 20:14:47,27,drought
7693,1426638341295022084,abebe_firew,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/OqXXTi6KTq",Ethiopia,2021-08-14 20:14:20,0,drought
7694,1426637535812505601,kemal_gena,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/y0PXi55eNj",Addis Ababa,2021-08-14 20:11:08,0,drought
7695,1426637404182564864,nuria2020abdela,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/E2AImlmTcU",Ethiopia,2021-08-14 20:10:37,9,drought
7696,1426636803465940993,tarekegnyohanne,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/fyUfOPS9WG","Addis Ababa, Ethiopia ",2021-08-14 20:08:14,0,drought
7697,1426636788802768902,gethabesha,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/W8vp0HE3TQ",addis abeba,2021-08-14 20:08:10,0,drought
7698,1426636019156361217,mekamu_mohammed,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/uzlDFxmeg0",Addis Ababa,2021-08-14 20:05:07,0,drought
7699,1426635758127955969,wubebariaw,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/6iQhC7ZuLf",Addis Abeba,2021-08-14 20:04:05,0,drought
7700,1426635680730464260,birtukanadane1,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/R7yTxa8xcZ",Ethiopia,2021-08-14 20:03:46,0,drought
7701,1426635253297319941,FidelTesfaye,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/1fa3q0nimU",Ethiopia,2021-08-14 20:02:04,0,drought
7702,1426634870609035271,Ayele55758160,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/0TPeHoruME",Ethiopia,2021-08-14 20:00:33,0,drought
7703,1426634098974593030,kiberbetty,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/uMgdKOlwd3","Addis Ababa, Ethiopia",2021-08-14 19:57:29,0,drought
7704,1426633232880218114,tsegawtesfaye13,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/lYdtlDHtgp",Ethiopia,2021-08-14 19:54:02,1,drought
7705,1426632629466583040,RabiEto,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/KoWYFNBIQL",bati Ethiopia,2021-08-14 19:51:39,1,drought
7706,1426632135927025668,HenokKura,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/5tuDZoFOKr",Dessie,2021-08-14 19:49:41,0,drought
7707,1426631978242215940,AlebyGirma,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/zxqVzONYrM","Addis Ababa, Ethiopia",2021-08-14 19:49:03,1,drought
7708,1426631279886446601,SeidHakeem,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/QRzb0pspTb",Ethiopia,2021-08-14 19:46:17,0,drought
7709,1426631195073421318,tesfaye_damte,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/h8I9H8UIxJ",Ethiopia,2021-08-14 19:45:57,0,drought
7710,1426631013493510146,ShanbelYimam,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/bBCTTIjMjR",Ethiopia,2021-08-14 19:45:13,1,drought
7711,1426630980140511232,YirdawTadesse,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/PXJ7kAv5S5",Ethiopia,2021-08-14 19:45:05,1,drought
7712,1426630900167626756,Fraol_GS,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/hYCmuCYkNg","Addis Abeba,Ethiopia",2021-08-14 19:44:46,0,drought
7713,1426630252328071173,AshenafiT12,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/6q7pwwdbQ8",Ethiopia,2021-08-14 19:42:12,0,drought
7714,1426630193280688138,gutema_jimma,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/lCm8CH9BWb",Jimma,2021-08-14 19:41:58,4,drought
7715,1426630127270735877,_I__love_Jesus_,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ZlxGrrtAos",Ethiopia,2021-08-14 19:41:42,0,drought
7716,1426630091480633351,SalimAhmedOffi1,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/D63uz2FUnC",,2021-08-14 19:41:33,0,drought
7717,1426630025781157897,eladamena,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/jhkFTOZwQJ",Ethiopia,2021-08-14 19:41:18,0,drought
7718,1426629853630054402,Eldanawi,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/JQv2trmlpp",Ethiopia,2021-08-14 19:40:37,0,drought
7719,1426629622884614148,melaku80813781,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/UH5eey4Ozq",Ethiopia,2021-08-14 19:39:42,0,drought
7720,1426629590508654594,NiyesEye,"@AlonRimel More technology verses more religion, ?? Sure high tech tells humans how the heavens go and high religio… https://t.co/wcANpxdzWU",Pacific North West ,2021-08-14 19:39:34,0,drought
7721,1426629529217507329,zelekesalleleh,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/G878akGx59",Ethiopia,2021-08-14 19:39:19,0,drought
7722,1426629062903095299,Solomon73155195,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/AGtQ0bgysV","Addis Ababa,Ethiopia ",2021-08-14 19:37:28,0,drought
7723,1426629057337245702,AndualemBirhan7,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/3zdBRjvaLZ",Ethiopia,2021-08-14 19:37:27,0,drought
7724,1426628878404104192,TadesseGeremew1,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/fmiqIzOLgJ",Addis Ababa,2021-08-14 19:36:44,0,drought
7725,1426628560115093510,astroboyboy47,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/wabTuMcSh6",Ethiopia,2021-08-14 19:35:28,1,drought
7726,1426628493383716864,Abel90016896,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/gt4u5KXohH",Ethiopia,2021-08-14 19:35:12,0,drought
7727,1426628396067479563,zmuler,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ctYjBEO8ar",Ethiopia,2021-08-14 19:34:49,0,drought
7728,1426628053829103619,AsfawDereje2,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/aFihjWVaCI",Ethiopia,2021-08-14 19:33:28,0,drought
7729,1426627762605989896,Tgezish,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/tVz3FJ6gn6",Ethiopia,2021-08-14 19:32:18,0,drought
7730,1426627724462985219,taresol,"US🇺🇸 Negotiate with  #TplfTerroristGroup  
ETH🇪🇹 Tplf is like #alkaida for us
US🇺🇸 other wise will pick a card of… https://t.co/btXa9eZOhb",Addis Ababa,2021-08-14 19:32:09,0,drought
7731,1426627225760190476,fan_yita,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/DwVtxNf19i",Addis Ababa,2021-08-14 19:30:10,0,drought
7732,1426627021376040963,YosefMelaku6,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/TQlZ9m79P6","Addis Ababa, Ethiopia",2021-08-14 19:29:22,0,drought
7733,1426626456067641349,endire,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/dRlwizGWGg",Jimma,2021-08-14 19:27:07,0,drought
7734,1426626122838642691,nat4116,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/fMIaljtmpF",Ethiopia,2021-08-14 19:25:47,0,drought
7735,1426625911240204292,MAskenaw,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/eBumvQkGcb",Ethiopia ,2021-08-14 19:24:57,3,drought
7736,1426625745573453826,Yibeltalabrehaw,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/119Aty08T4",Addis Ababa,2021-08-14 19:24:17,0,drought
7737,1426625680146636806,Ethiopia01st,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/2ZtR0m4uqS",Ethiopia,2021-08-14 19:24:02,0,drought
7738,1426625675658727428,WondifrawDejene,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/Z3uTwJWVl8","Dire Dawa, ETHIOPIA",2021-08-14 19:24:01,0,drought
7739,1426624776815190020,DemelashLegeseF,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ZnXInbokRA",Jigjiga,2021-08-14 19:20:26,0,drought
7740,1426624311406862336,ethiiosam,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/djzBV6DQX5",Ethiopia,2021-08-14 19:18:35,1,drought
7741,1426624134600142850,BlenJimma,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/tH5IOZDfcP",Ethiopia,2021-08-14 19:17:53,0,drought
7742,1426624044074471428,Kidatsolar,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/lVWRtQ75Hj","Ethiopia,Addis Ababa",2021-08-14 19:17:32,0,drought
7743,1426623919402983429,EstHoAfriReview,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/TzYyw03g0j",Ethiopia,2021-08-14 19:17:02,0,drought
7744,1426623898389524488,GMT61753122,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/cbHDjn78Vs",Ethiopia,2021-08-14 19:16:57,0,drought
7745,1426623870631567363,ayalew_muluneh,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/T8bVppDIx3",Addis Ababa,2021-08-14 19:16:50,0,drought
7746,1426623629098377225,AbiySolomon15,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/jt3biyaUxm",awassa ethiopia,2021-08-14 19:15:53,0,drought
7747,1426623528514867207,abibsh,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/d4rjH3HKRf",Ethiopia,2021-08-14 19:15:29,1,drought
7748,1426623523393609732,MesayGezahegn,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/SDu8zIzPXh",Ethiopia,2021-08-14 19:15:28,0,drought
7749,1426623469723213828,Davopias,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/EK1rxWpbY5",Addis Ababa ,2021-08-14 19:15:15,1,drought
7750,1426623126193033217,AbejeTegod1,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/MlfMkmJ3Il",Ethiopia,2021-08-14 19:13:53,0,drought
7751,1426623117770756103,HenokKura,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/nhgX7BFY7g",Dessie,2021-08-14 19:13:51,0,drought
7752,1426622940158865408,Joshuai26763741,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/YrCY19lRFC",Ethiopia,2021-08-14 19:13:08,0,drought
7753,1426622863239491590,FORLIFE28792729,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ryheJD3B5L","Johannesburg, South Africa",2021-08-14 19:12:50,0,drought
7754,1426622828766539776,BirhanTesfa,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/gLqXE9mnTZ","Addis Ababa, Ethiopia",2021-08-14 19:12:42,0,drought
7755,1426622730745561089,WuduMengesha,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/PaODQeJbOh",Ethiopia,2021-08-14 19:12:19,0,drought
7756,1426622728560336898,AntenehTegegn,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ZIv0ZGbOdS",jimma,2021-08-14 19:12:18,0,drought
7757,1426622714547249155,WorkuBekalu,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/gSu1MVbOBi",Ethiopia,2021-08-14 19:12:15,0,drought
7758,1426622636801597441,Habtema86106496,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/bEkO5PCp8q",Ethiopia,2021-08-14 19:11:56,0,drought
7759,1426622589724774401,abk_alamin,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ibnUgmAf14",Addis Ababa,2021-08-14 19:11:45,1,drought
7760,1426622426373410818,tarikjesus,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/5yVpttHqel",Ethiopia ,2021-08-14 19:11:06,0,drought
7761,1426622336694894592,nega_elias,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/FCor7P21GL",Ethiopia,2021-08-14 19:10:45,0,drought
7762,1426622333310152704,SamuelWoldeye,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/6Kf6I2CUrk",Addis abeba ,2021-08-14 19:10:44,0,drought
7763,1426622306315644939,Mikitango,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/h4kPaxlFhS",Addis Ababa,2021-08-14 19:10:37,6,drought
7764,1426622219141144579,Alex09795871,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ruj5iaBdtx",Ethiopia,2021-08-14 19:10:17,0,drought
7765,1426622028979769345,gebeye,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ufJOLEiiu3",Addis Ababa,2021-08-14 19:09:31,0,drought
7766,1426622019899113484,mark101y,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/h2Q9c9TKGz",Addis Ababa,2021-08-14 19:09:29,0,drought
7767,1426621851443343364,aregesh,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/Frr8L63Sjl",ethiopia,2021-08-14 19:08:49,0,drought
7768,1426621847911735302,WTagesse,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/rDeBu2ZYa9",Ethiopia,2021-08-14 19:08:48,0,drought
7769,1426621744694112259,Anteneh94881927,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/eUd7zy7GdU",Ethiopia,2021-08-14 19:08:23,0,drought
7770,1426621615048122370,AlemuSoresa,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/FDBmLu6e7C",Ethiopia,2021-08-14 19:07:53,0,drought
7771,1426621385812725767,yonas_dereje,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/zH4lgllW7Z",Ethiopia,2021-08-14 19:06:58,0,drought
7772,1426621331269947400,seyoum_teshome,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/noaw5FJOwu",Ethiopia,2021-08-14 19:06:45,105,drought
7773,1426621297828765696,AAssemu,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/8rDo1w8YVu",Ethiopia,2021-08-14 19:06:37,0,drought
7774,1426621203914104840,FantFikadu,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/V56obnIXg1",Ethiopia,2021-08-14 19:06:15,0,drought
7775,1426621196167258118,fuadnasser93,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/YhZiijrzBT",Ethiopia,2021-08-14 19:06:13,0,drought
7776,1426621023282253833,Bkal21,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/svHRUsKB75",Ethiopia,2021-08-14 19:05:31,0,drought
7777,1426620963039453187,nesrebuta,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/T3t4mGWydn",Ethiopia,2021-08-14 19:05:17,0,drought
7778,1426620949902897155,brookEthiopia,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/QmSYAWBUo8",addis ababa,2021-08-14 19:05:14,0,drought
7779,1426620773062615043,getahun_anteneh,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/YtYoYB1Ol6",Addis Ababa,2021-08-14 19:04:32,0,drought
7780,1426620726543626242,yaruda2,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/tH6bubiNDU",Ethiopia,2021-08-14 19:04:21,0,drought
7781,1426620526999527432,dawitdadw,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/v4z61gnJ8b",Ethiopia,2021-08-14 19:03:33,0,drought
7782,1426620526420799491,MikiyasFrealem,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/osezSsX4NB",Ethiopia,2021-08-14 19:03:33,0,drought
7783,1426620521366671363,SeyaUtopia,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ZbOlHDjV1c",Addis Ababa ,2021-08-14 19:03:32,0,drought
7784,1426620438092947463,mibruel,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/RxYS0aUBlp",Ethiopia,2021-08-14 19:03:12,0,drought
7785,1426619289616982020,frOm_addis,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/evlU4tT3vP",Addis Abeba,2021-08-14 18:58:38,3,drought
7786,1426618973576126466,SabitAbaZinab3,"Western media ignores
#Amhara, and #Afar! Its focus is
on giving life to
#TPLFisaTerroristGroup! Their
favorite lin… https://t.co/TfTZ7Fm9Pp","Jimma,Ethiopia",2021-08-14 18:57:23,1,drought
7787,1426616553462710274,AdnanEsmaelA,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/YlCODFbmgK","Addis Ababa,Ethiopia",2021-08-14 18:47:46,0,drought
7788,1426615984350171138,TamiratTG,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/EIGNqeyHMK",Ethiopia,2021-08-14 18:45:30,5,drought
7789,1426615597882818560,EthiopiaService,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/TxeXwMoxeN",Ethiopia ,2021-08-14 18:43:58,1,drought
7790,1426611867301163011,michael_neme,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ZS92BIp9CB",Ethiopia,2021-08-14 18:29:08,1,drought
7791,1426611125374889984,TTsige,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/OGfPa9KQm5",Ethiopia,2021-08-14 18:26:12,0,drought
7792,1426610773921501184,asfaw_gebeyehu,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/ItIIM5Ktuf",Addis Ababa Ethiopia,2021-08-14 18:24:48,0,drought
7793,1426610771988041730,NurhussenJA10,"Western media ignores #Amhara, and #Afar! Its focus is on giving life to #TPLFisaTerroristGroup! Their favorite lin… https://t.co/KKCbTRdgYC",Ethiopia,2021-08-14 18:24:47,0,drought
7794,1426604343973892102,KidanieD,"@LalibelaSt Did you know it is winter war and famine in #NorthWollo #Lasta, #Lalibela, #Kobo, #Gidan, #Meket?… https://t.co/egBKgtvfoq",Ethiopia,2021-08-14 17:59:15,2,drought
7795,1426593103918551041,KidanieD,"Did you know it is winter war and famine in #NorthWollo #Lasta, #Lalibela, #Kobo, #Gidan, #Meket? @UNHCR @UNOCHA… https://t.co/22bHNUfAv6",Ethiopia,2021-08-14 17:14:35,12,drought
7796,1426590363398070272,MissionOfQuran,"Terrorism Bankruptcy Epidemics Famine and Corrupt Leaders cannot Destroy Pakistan.
But if we confront Teachings of… https://t.co/mzfqM3szkG",Karachi,2021-08-14 17:03:42,0,drought
7797,1426590050331017219,MulugetaAnberbr,Did you know it is winter war and famine in #NorthWollo #Lasta #Lalibela #Kobo #Gidan #Meket @UNHCR @UNOCHA @WFP… https://t.co/4A1QOANmN7,Ethiopia,2021-08-14 17:02:27,21,drought
7798,1426588570664452099,derebe,"Did you know it is winter war and famine in #NorthWollo #Lasta, #Lalibela, #Kobo, #Gidan, #Meket? @UNHCR @UNOCHA… https://t.co/iMrqYdcvEZ",Addis Ababa,2021-08-14 16:56:34,24,drought
7799,1426586090123694080,BezEthio,"""The #Tigray people are essentially held hostage &amp; #TPLF demand recruits in return for food aid. This a repeat of t… https://t.co/6TD2ZP9qos","Addis Ababa, Ethiopia",2021-08-14 16:46:43,1,drought
7800,1426582055337463816,GaroweOnline,"Hundreds of people gather in Jigjiga, the capital of the #Somali regional state - backing the ENDF in the fighting… https://t.co/ANJ9LIAlBV",Somalia,2021-08-14 16:30:41,2,drought
7801,1426580364680744961,Abebebelayneh,@martinplaut This #TerroristTPLF a repeat of the same tactics used in 1984 when food aid was misused and when the s… https://t.co/i9InP04oVm,addis Ababa,2021-08-14 16:23:58,0,drought
7802,1426578543203454977,ambachew44,"Did You Know it's Winter War and Famine in #NorthWollo #Lasta, #Lalibela, #Kobo, #Gidan, #Meket @UNHCR @UNOCHA @WFP… https://t.co/6i4mRT2EgX",Ethiopia,2021-08-14 16:16:43,0,drought
7803,1426552964701954050,millen_gal,"It must be clear that Ethiopia government's continued blockade of Tigray, even as ~1million people face… https://t.co/pdMwGCmroe",,2021-08-14 14:35:05,0,drought
7804,1426552488077967361,millen_gal,"It must be clear that Ethiopia government's continued blockade of Tigray, even as ~1million people face… https://t.co/HyTqlc9Wl7",,2021-08-14 14:33:11,0,drought
7805,1426552262416113669,millen_gal,"It must be clear that Ethiopia government's continued blockade of Tigray, even as ~1million people face… https://t.co/o4rzpfDtP7",,2021-08-14 14:32:18,1,drought
7806,1426540946372636672,Josy_TDF,"It must be clear that Ethiopia government's continued blockade of Tigray, even as ~1million people face… https://t.co/y3oKFHu7OG",Ethiopia,2021-08-14 13:47:20,0,drought
7807,1426527613695189006,bruce_muyambi,"Amos 8:11 “Behold, the days are coming,” says the Lord God,
“That I will send a famine on the land,
Not a famine of… https://t.co/eCmRX4sRTv",Kampala,2021-08-14 12:54:21,0,drought
7808,1426525975131664385,neoamaru,"@Myr_Naj there's absolutely no way you can disconnect from this reality, amid penury and famine, 
but thanks, feels… https://t.co/auAIVgjd48",Beirut - Lebanon,2021-08-14 12:47:50,0,drought
7809,1426525543684530193,CorinneBA_,"And remember how people were like (including friends), please fina ma nehke siyese? Yes of course, enjoy your life… https://t.co/iyIDY7klXP",Beirut,2021-08-14 12:46:07,1,drought
7810,1426520235029504004,Nebiyyy,Now!!  most of poletical humanitarian like @WFP @USAID @USCRIdc @UNHCREthiopia @UNICEFEthiopia @oxfam  use aid to f… https://t.co/VYqiMSYmC3,Ethiopia/Addis Ababa,2021-08-14 12:25:02,0,drought
7811,1426519552960106505,Temesgen_Teklu,Any death due to famine in #Tigray is a consequence of @AbiyAhmedAli's continual use of food as a weapon of war. Th… https://t.co/fNyd1G7z6p,Addis Abeba,2021-08-14 12:22:19,1,drought
7812,1426510974283038721,weonly_die_once,"It must be clear that Ethiopia government's continued blockade of Tigray, even as ~1million people face… https://t.co/HcE4qhoMff",Addis Ababa,2021-08-14 11:48:14,0,drought
7813,1426498062646644745,Josy_TDF,"It must be clear that Ethiopia government's continued blockade of Tigray, even as ~1million people face… https://t.co/rkxhcD3L6Z",Ethiopia,2021-08-14 10:56:55,0,drought
7814,1426497539113689089,Max_Mofo,🤣🤣one small luxury and they call it famine https://t.co/agHtLUl3dx,"Johannesburg, South Africa",2021-08-14 10:54:51,4,drought
7815,1426477176304586752,Nebiyyy,"Stop and stop and also stop ur weaponizing aid to Ethiopians by ur prefix #famine #Madam? 
U did this in #Libya… https://t.co/CINg1IExQC",Ethiopia/Addis Ababa,2021-08-14 09:33:56,1,drought
